"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","SELENA GOMEZ","Hands To Myself",16156,"-135",612,"-220",90.415,"-1.042",92,"49",1,16291,1952,91.457
"2",2,"=","G-EAZY","Me Myself And I f/Bebe Rexha",15575,"-45",367,"-189",89.476,"+0.386",88,"22",2,15632,1836,89.476
"3",3,"=","FLO RIDA","My House",15152,"-244",-1813,"-62",90.758,"-0.803",168,"3",1,18123,2285,104.909
"4",4,"=","JUSTIN BIEBER","Love Yourself",14696,"-194",-306,"-170",103.509,"-1.859",122,"18",1,19000,4103,124.28
"5",5,"=","DNCE","Cake By The Ocean",14496,"-42",367,"-208",91.199,"-0.400",187,"9",5,14538,1185,91.599
"6",6,"=","TWENTY ONE PILOTS","Stressed Out",13823,"-228",-1224,"+35",92.763,"-2.103",141,"17",1,19140,2702,124.646
"7",7,"=","ZAYN","Pillowtalk",13188,"-7",786,"-93",80.289,"+0.268",66,"31",7,13195,2441,80.289
"8",8,"=","MIKE POSNER","I Took A Pill In Ibiza",12662,"-23",786,"-239",77.143,"+0.624",80,"7",8,12685,1578,77.143
"9",9,"=","RIHANNA","Work f/Drake",11235,"-120",-349,"-142",64.139,"-0.876",68,"13",8,11661,3999,67.246
"10",10,"=","MEGHAN TRAINOR","NO",10691,"+71",930,"-71",61.255,"+0.078",31,"2",10,10691,5498,61.255
"11",11,"=","LUKAS GRAHAM","7 Years",10197,"+82",1659,"-35",59.546,"+0.226",78,"1",11,10197,1694,59.546
"12",12,"=","FIFTH HARMONY","Work From Home",8750,"+181",1275,"+122",45.457,"+0.937",38,"6",12,8750,4059,45.457
"13",13,"=","ZARA LARSSON & MNEK","Never Forget You",8526,"+38",603,"+30",48.234,"+0.430",61,"15",12,8526,1534,48.234
"14",14,"=","DJ SNAKE","Middle f/Bipolar Sunshine",7267,"+40",456,"-21",38.168,"-0.102",78,"35",14,7267,1239,38.27
"15",15,"=","ARIANA GRANDE","Dangerous Woman",6561,"+80",586,"-55",34.203,"+0.173",24,"10",15,6561,4214,34.203
"16",16,"=","JUSTIN BIEBER","Company",5986,"+79",514,"+52",28.585,"+0.635",36,"70",16,5986,2006,28.585
"17",17,"+1","TAYLOR SWIFT","New Romantics",5710,"-51",-96,"+5",27.526,"-0.530",40,"34",17,5862,2558,28.461
"18",18,"-1","CHARLIE PUTH","One Call Away",5597,"-235",-2291,"+14",29.136,"-1.479",147,"28",10,9491,931,51.298
"19",19,"=","TROYE SIVAN","Youth",5040,"+33",312,"+27",19.788,"-0.146",92,"50",19,5040,660,19.999
"20",20,"+1","ALESSIA CARA","Wild Things",4355,"+83",357,"+86",16.08,"+0.293",64,"64",20,4355,814,16.08
"21",21,"+2","NICK JONAS","Close f/Tove Lo",3544,"+466",1825,"+289",18.475,"+2.024",10,"41",21,3544,3392,24.152
"22",22,"=","SHAWN HOOK","Sound Of Your Heart",3223,"-2",56,"-20",9.569,"-0.033",85,"142",22,3274,576,10.588
"23",23,"+2","THE CHAINSMOKERS","Don't Let Me Down f/Daya",3134,"+162",1058,"+7",18.598,"+0.825",22,"21",23,3134,1125,18.598
"24",24,"=","GWEN STEFANI","Make Me Like You",3067,"+8",136,"-19",9.692,"+0.154",46,"62",24,3067,1040,9.692
"25",25,"+2","JAMES BAY","Let It Go",2715,"+54",471,"+24",13.566,"+0.445",43,"33",25,2715,885,13.566
"26",26,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",2656,"-249",-1673,"+20",21.595,"-1.666",129,"124",13,7836,1193,44.484
"27",27,"+1","IGGY AZALEA","Team",2326,"+67",826,"-156",8.601,"+0.116",15,"69",27,2326,1132,8.601
"28",28,"+1","NATHAN SYKES","Over And Over Again f/A.Grande",2248,"+8",70,"-19",6.705,"-0.140",69,"290",27,2248,585,6.953
"29",29,"+1","RUTH B.","Lost Boy",2180,"+31",302,"-65",9.111,"+0.056",49,"29",29,2180,437,9.176
"30",30,"+2","PANIC! AT THE DISCO","Victorious",1546,"+108",221,"+73",4.427,"+0.762",37,"54",30,1546,273,4.427
"31",31,"=","NELLY","Die A Happy Man",1497,"+5",-9,"-68",4.63,"+0.053",43,"228",31,1530,555,4.651
"32",32,"+2","HAILEE STEINFELD","Rock Bottom f/DNCE",1334,"+31",147,"+24",3.424,"+0.026",32,"161",32,1334,560,3.532
"33",33,"+2","MAJOR LAZER","Light It Up f/Nyla",1202,"-5",257,"-31",4.512,"-0.067",33,"279",33,1207,288,4.579
"34",34,"+2","DEMI LOVATO","Stone Cold",1171,"-3",122,"-104",5.153,"-0.044",14,"77",34,1175,688,5.363
"35",35,"+4","JASON DERULO","If It Ain't Love",1138,"+84",1138,"+84",11.522,"+0.862",3,"73",35,1138,1138,11.522
"36",36,"+1","DILLON FRANCIS & KYGO","Coming Over f/James Hersey",1105,"-37",-41,"-99",3.749,"-0.283",29,"1223",35,1201,283,4.369
"37",37,"+1","FLUME","Never Be Like You f/Kai",1098,"+23",222,"-6",6.004,"+0.145",20,"121",37,1098,284,6.004
"38",38,"+3","GRACE","You Don't Own Me f/G-Eazy",1018,"+33",305,"-2",4.667,"-0.002",17,"220",38,1018,307,4.669
"39",39,"+1","SIA","Cheap Thrills",1009,"+15",94,"-13",3.196,"+0.083",27,"63",39,1009,234,3.196
"40",40,"-7","ELLIE GOULDING","Something In The Way You Move",982,"-339",-1855,"-133",3.733,"-1.450",87,"230",14,7731,1673,38.605
"41",41,"+2","HALSEY","Colors",909,"-1",103,"-20",2.495,"+0.033",29,"314",40,910,304,2.495
"42",42,"=","ZENDAYA","Something New f/Chris Brown",805,"-119",-1018,"-6",2.504,"-0.379",52,"189",27,2568,892,10.907
"43",43,"+3","ANDRA DAY","Rise Up",730,"+4",46,"-14",1.697,"-0.048",22,"209",43,730,124,1.77
"44",44,"+3","JEREMIH","Oui",707,"+12",127,"-20",1.705,"+0.058",15,"47",44,707,214,1.705
"45",45,"+3","DAYA","Sit Still, Look Pretty",667,"+37",242,"+17",1.738,"+0.132",8,"249",45,667,242,1.738
"46",46,"+3","MELANIE MARTINEZ","Pity Party",639,"+30",295,"-8",1.719,"+0.091",6,"392",46,639,316,1.719
"47",47,"+3","KELLY CLARKSON","Piece By Piece",591,"-3",-36,"-12",1.773,"-0.017",22,"98",44,639,146,2.338
"48",48,"--","ELLE KING","America's Sweetheart",557,"--",225,"--",1.479,"--",5,"80",48,557,345,1.479
"49",49,"--","LIL DICKY","$ave Dat Money",456,"--",68,"--",1.368,"--",3,"264",49,456,119,1.368
"50",50,"--","TRYON","Somebody To Love Me",426,"--",95,"--",0.571,"--",1,"--",50,426,95,0.571
